NOAA Solar Calculations - Change any of the highlighted cells to get solar position data for that location and time-of-day for a year.,,,Date,Time (hrs past local midnight),Julian Day,Julian Century,,Geom Mean Long Sun (deg),Geom Mean Anom Sun (deg),Eccent Earth Orbit,Sun Eq of Ctr,Sun True Long (deg),Sun True Anom (deg),Sun Rad Vector (AUs),Sun App Long (deg),Mean Obliq Ecliptic (deg),Obliq Corr (deg),Sun Rt Ascen (deg),Sun Declin (deg),var y,Eq of Time (minutes),HA Sunrise (deg),Solar Noon (LST),Sunrise Time (LST),Sunset Time (LST),Sunlight Duration (minutes),True Solar Time (min),Hour Angle (deg),Solar Zenith Angle (deg),Solar Elevation Angle (deg),Approx Atmospheric Refraction (deg),Solar Elevation corrected for atm refraction (deg),Solar Azimuth Angle (deg cw from N),
,,,11/28/2009,14:00:00,2455164.38,0.09909309,,247.8938772,3924.786128,0.016704467,-1.122848559,246.7710286,3923.66328,0.986448075,246.7697261,23.43800249,23.43901839,-115.0715834,-21.43984516,0.043033499,11.85227499,3.042619613,13:47:35,13:35:25,13:59:45,24.3409569,732.412275,3.103068747,90.83406297,-0.834062972,0.396340931,-0.437722041,182.8884596,
,,,11/29/2009,14:00:00,2455165.38,0.09912047,,248.8795245,3925.771728,0.016704466,-1.095547456,247.7839771,3924.676181,0.986279844,247.7826763,23.43800213,23.43901586,-113.9976552,-21.6071531,0.04303349,11.49696464,#NUM!,13:47:57,#NUM!,#NUM!,#NUM!,732.0569646,3.014241159,90.99978739,-0.999787389,0.330633389,-0.669153999,182.8026836,
,,,11/30/2009,14:00:00,2455166.38,0.09914784,,249.8651719,3926.757329,0.016704465,-1.067905019,248.7972669,3925.689424,0.986115758,248.7959679,23.43800177,23.43901333,-112.9209284,-21.76760674,0.04303348,11.13060526,#NUM!,13:48:19,#NUM!,#NUM!,#NUM!,731.6906053,2.922651315,91.15866094,-1.158660943,0.285287584,-0.873373359,182.714647,
,,,12/1/2009,14:00:00,2455167.38,0.09917522,,250.8508193,3927.742929,0.016704464,-1.039929653,249.8108896,3926.702999,0.985955872,249.8095924,23.43800142,23.4390108,-111.8414886,-21.9211257,0.043033471,10.75355152,#NUM!,13:48:41,#NUM!,#NUM!,#NUM!,731.3135515,2.828387881,91.31060881,-1.310608806,0.252202628,-1.058406177,182.6244301,
,,,12/2/2009,14:00:00,2455168.38,0.09920260,,251.8364666,3928.728529,0.016704463,-1.011629885,250.8248367,3927.716899,0.985800235,250.8235412,23.43800106,23.43900827,-110.7594256,-22.06763228,0.043033461,10.36617441,#NUM!,13:49:04,#NUM!,#NUM!,#NUM!,730.9261744,2.731543603,91.45555882,-1.455558824,0.227078095,-1.228480729,182.5321156,
,,,12/3/2009,14:00:00,2455169.38,0.09922998,,252.822114,3929.71413,0.016704461,-0.983014358,251.8390996,3928.731115,0.985648898,251.8378059,23.43800071,23.43900574,-109.6748338,-22.20705161,0.043033452,9.968860758,#NUM!,13:49:28,#NUM!,#NUM!,#NUM!,730.5288608,2.63221519,91.59344162,-1.593441616,0.207419844,-1.386021772,182.4377889,
,,,12/4/2009,14:00:00,2455170.38,0.09925736,,253.8077613,3930.69973,0.01670446,-0.954091828,252.8536695,3929.745638,0.98550191,252.8523775,23.43800035,23.4390032,-108.5878116,-22.33931176,0.043033442,9.562012723,#NUM!,13:49:53,#NUM!,#NUM!,#NUM!,730.1220127,2.530503181,91.72419065,-1.724190651,0.191682311,-1.532508341,182.3415375,
,,,12/5/2009,14:00:00,2455171.38,0.09928474,,254.7934087,3931.68533,0.016704459,-0.924871162,253.8685375,3930.760459,0.985359319,253.8672472,23.43799999,23.43900067,-107.4984618,-22.46434381,0.043033432,9.14604724,#NUM!,13:50:18,#NUM!,#NUM!,#NUM!,729.7060472,2.42651181,91.84774234,-1.847742344,0.178857205,-1.668885138,182.2434512,
,,,12/6/2009,14:00:00,2455172.38,0.09931211,,255.7790561,3932.67093,0.016704458,-0.895361337,254.8836947,3931.775569,0.985221169,254.8824061,23.43799964,23.43899814,-106.4068909,-22.58208203,0.043033423,8.721395418,#NUM!,13:50:43,#NUM!,#NUM!,#NUM!,729.2813954,2.320348855,91.96403613,-1.964036127,0.168259201,-1.795776926,182.143622,
,,,12/7/2009,14:00:00,2455173.38,0.09933949,,256.7647034,3933.656531,0.016704457,-0.865571432,255.899132,3932.790959,0.985087507,255.8978451,23.43799928,23.4389956,-105.3132095,-22.69246389,0.043033413,8.288501924,#NUM!,13:51:09,#NUM!,#NUM!,#NUM!,728.8485019,2.212125481,92.07301454,-2.07301454,0.159406686,-1.913607854,182.0421438,
,,,12/8/2009,14:00:00,2455174.38,0.09936687,,257.7503508,3934.642131,0.016704456,-0.83551063,256.9148402,3933.80662,0.984958374,256.913555,23.43799893,23.43899306,-104.2175317,-22.79543024,0.043033404,7.847824312,#NUM!,13:51:36,#NUM!,#NUM!,#NUM!,728.4078243,2.101956078,92.1746233,-2.174623301,0.151951783,-2.022671519,181.9391126,
,,,12/9/2009,14:00:00,2455175.38,0.09939425,,258.7359982,3935.627731,0.016704455,-0.805188212,257.9308099,3934.822543,0.984833813,257.9295265,23.43799857,23.43899053,-103.1199752,-22.89092537,0.043033394,7.399832339,#NUM!,13:52:02,#NUM!,#NUM!,#NUM!,727.9598323,1.989958085,92.26881138,-2.268811384,0.14563742,-2.123173964,181.8346258,
,,,12/10/2009,14:00:00,2455176.38,0.09942163,,259.7216455,3936.613332,0.016704453,-0.774613553,258.947032,3935.838718,0.984713865,258.9457502,23.43799821,23.43898799,-102.0206611,-22.97889709,0.043033385,6.945007237,#NUM!,13:52:30,#NUM!,#NUM!,#NUM!,727.5050072,1.876251809,92.35553109,-2.355531085,0.140270011,-2.215261074,181.7287829,
,,,12/11/2009,14:00:00,2455177.38,0.09944901,,260.7072929,3937.598932,0.016704452,-0.743796122,259.9634968,3936.855136,0.984598567,259.9622167,23.43799786,23.43898545,-100.9197133,-23.05929683,0.043033375,6.483840965,#NUM!,13:52:57,#NUM!,#NUM!,#NUM!,727.043841,1.760960241,92.4347381,-2.434738096,0.135701508,-2.299036588,181.6216847,
,,,12/12/2009,14:00:00,2455178.38,0.09947639,,261.6929402,3938.584532,0.016704451,-0.712745477,260.9801948,3937.871787,0.984487958,260.9789164,23.4379975,23.43898291,-99.81725901,-23.13207974,0.043033365,6.01683543,#NUM!,13:53:25,#NUM!,#NUM!,#NUM!,726.5768354,1.644208858,92.50639156,-2.506391563,0.13181729,-2.374574273,181.5134334,
,,,12/13/2009,14:00:00,2455179.38,0.09950376,,262.6785876,3939.570132,0.01670445,-0.681471261,261.9971163,3938.888661,0.984382072,261.9958397,23.43799715,23.43898037,-98.71342793,-23.19720475,0.043033356,5.544501683,#NUM!,13:53:54,#NUM!,#NUM!,#NUM!,726.1045017,1.526125421,92.57045414,-2.570454145,0.128527803,-2.441926342,181.4041325,
,,,12/14/2009,14:00:00,2455180.38,0.09953114,,263.664235,3940.555733,0.016704449,-0.649983197,263.0142518,3939.905749,0.984280946,263.0129768,23.43799679,23.43897783,-97.60835229,-23.25463461,0.043033346,5.067359091,#NUM!,13:54:22,#NUM!,#NUM!,#NUM!,725.6273591,1.406839773,92.62689207,-2.62689207,0.125762675,-2.501129395,181.2938867,
,,,12/15/2009,14:00:00,2455181.38,0.09955852,,264.6498823,3941.541333,0.016704448,-0.61829109,264.0315912,3940.923042,0.984184611,264.030318,23.43799643,23.43897529,-96.50216655,-23.30433601,0.043033337,4.585934494,#NUM!,13:54:51,#NUM!,#NUM!,#NUM!,725.1459345,1.286483623,92.67567519,-2.675675186,0.123466514,-2.552208671,181.1828019,
,,,12/16/2009,14:00:00,2455182.38,0.09958590,,265.6355297,3942.526933,0.016704446,-0.586404817,265.0491249,3941.940528,0.984093099,265.0478533,23.43799608,23.43897275,-95.39500717,-23.34627962,0.043033327,4.100761333,#NUM!,13:55:20,#NUM!,#NUM!,#NUM!,724.6607613,1.165190333,92.716777,-2.716777003,0.121595864,-2.595181139,181.0709845,
,,,12/17/2009,14:00:00,2455183.38,0.09961328,,266.621177,3943.512533,0.016704445,-0.55433433,266.0668427,3942.958199,0.984006439,266.0655729,23.43799572,23.4389702,-94.28701234,-23.38044011,0.043033317,3.612378775,#NUM!,13:55:50,#NUM!,#NUM!,#NUM!,724.1723788,1.043094694,92.75017474,-2.750174736,0.120116991,-2.630057745,180.9585421,
,,,12/18/2009,14:00:00,2455184.38,0.09964066,,267.6068244,3944.498134,0.016704444,-0.522089646,267.0847348,3943.976044,0.98392466,267.0834666,23.43799537,23.43896766,-93.17832173,-23.40679624,0.043033308,3.121330805,#NUM!,13:56:19,#NUM!,#NUM!,#NUM!,723.6813308,0.920332701,92.77584934,-2.775849339,0.11900428,-2.656845059,180.8455827,
,,,12/19/2009,14:00:00,2455185.38,0.09966804,,268.5924718,3945.483734,0.016704443,-0.489680847,268.1027909,3944.994053,0.983847788,268.1015244,23.43799501,23.43896511,-92.06907625,-23.42533088,0.043033298,2.628165328,#NUM!,13:56:49,#NUM!,#NUM!,#NUM!,723.1881653,0.797041332,92.79378553,-2.793785534,0.118239067,-2.675546466,180.732215,
,,,12/20/2009,14:00:00,2455186.38,0.09969541,,269.5781191,3946.469334,0.016704442,-0.457118077,269.1210011,3946.012216,0.983775849,269.1197362,23.43799465,23.43896257,-90.95941774,-23.43603103,0.043033289,2.133433241,#NUM!,13:57:18,#NUM!,#NUM!,#NUM!,722.6934332,0.67335831,92.80397184,-2.803971835,0.117808844,-2.686162991,180.6185477,
,,,12/21/2009,14:00:00,2455187.38,0.09972279,,270.5637665,3947.454935,0.016704441,-0.424411536,270.139355,3947.030523,0.983708865,270.1380918,23.4379943,23.43896002,-89.84948872,-23.43888787,0.043033279,1.63768751,#NUM!,13:57:48,#NUM!,#NUM!,#NUM!,722.1976875,0.549421877,92.80640057,-2.806400572,0.117706726,-2.688693845,180.5046903,
,,,12/22/2009,14:00:00,2455188.38,0.09975017,,271.5494139,3948.440535,0.01670444,-0.391571477,271.1578424,3948.048963,0.983646859,271.1565809,23.43799394,23.43895747,-88.7394321,-23.43389676,0.043033269,1.141482238,#NUM!,13:58:18,#NUM!,#NUM!,#NUM!,721.7014822,0.42537056,92.80106789,-2.801067894,0.117931175,-2.683136719,180.3907521,
,,,12/23/2009,14:00:00,2455189.38,0.09977755,,272.5350612,3949.426135,0.016704438,-0.358608202,272.176453,3949.067527,0.983589851,272.1751932,23.43799359,23.43895493,-87.62939092,-23.42105724,0.04303326,0.645371733,#NUM!,13:58:48,#NUM!,#NUM!,#NUM!,721.2053717,0.301342933,92.78797379,-2.787973787,0.118485937,-2.669487851,180.2768423,
,,,12/24/2009,14:00:00,2455190.38,0.09980493,,273.5207086,3950.411735,0.016704437,-0.325532061,273.1951765,3950.086203,0.983537859,273.1939183,23.43799323,23.43895238,-86.51950806,-23.40037307,0.04303325,0.149909568,#NUM!,13:59:17,#NUM!,#NUM!,#NUM!,720.7099096,0.177477392,92.76712207,-2.767122071,0.119380196,-2.647741875,180.1630703,
,,,12/25/2009,14:00:00,2455191.38,0.09983231,,274.5063559,3951.397336,0.016704436,-0.292353445,274.2140025,3951.104982,0.983490901,274.212746,23.43799287,23.43894983,-85.40992597,-23.37185218,0.04303324,-0.344352345,#NUM!,13:59:47,#NUM!,#NUM!,#NUM!,720.2156477,0.053911914,92.73852039,-2.738520394,0.120628958,-2.617891435,180.049545,
,,,12/26/2009,14:00:00,2455192.38,0.09985969,,275.4920033,3952.382936,0.016704435,-0.259082781,275.2329205,3952.123853,0.983448991,275.2316656,23.43799252,23.43894728,-84.30078639,-23.33550669,0.043033231,-0.836864683,#NUM!,14:00:17,#NUM!,#NUM!,#NUM!,719.7231353,-0.069216171,92.70218023,-2.702180228,0.122253689,-2.579926538,179.9363749,
,,,12/27/2009,14:00:00,2455193.38,0.09988706,,276.4776507,3953.368536,0.016704434,-0.225730533,276.2519201,3953.142806,0.983412144,276.2506669,23.43799216,23.43894472,-83.19223008,-23.29135286,0.043033221,-1.327081639,#NUM!,14:00:46,#NUM!,#NUM!,#NUM!,719.2329184,-0.19177041,92.65811685,-2.65811685,0.124283262,-2.533833588,179.823668,
,,,12/28/2009,14:00:00,2455194.38,0.09991444,,277.463298,3954.354137,0.016704433,-0.192307194,277.2709908,3954.161829,0.983380372,277.2697392,23.43799181,23.43894217,-82.08439653,-23.23941112,0.043033212,-1.814461821,#NUM!,14:01:15,#NUM!,#NUM!,#NUM!,718.7455382,-0.313615455,92.60634932,-2.606349324,0.126755297,-2.479594027,179.7115318,
,,,12/29/2009,14:00:00,2455195.38,0.09994182,,278.4489454,3955.339737,0.016704431,-0.158823283,278.2901221,3955.180914,0.983353684,278.2888722,23.43799145,23.43893962,-80.97742374,-23.17970597,0.043033202,-2.298469161,#NUM!,14:01:44,#NUM!,#NUM!,#NUM!,718.2615308,-0.43461729,92.54690047,-2.546900472,0.129718014,-2.417182458,179.6000728,
,,,12/30/2009,14:00:00,2455196.38,0.09996920,,279.4345927,3956.325337,0.01670443,-0.125289343,279.3093034,3956.200048,0.98333209,279.3080551,23.43799109,23.43893706,-79.87144792,-23.11226596,0.043033192,-2.778573795,#NUM!,14:02:13,#NUM!,#NUM!,#NUM!,717.7814262,-0.554643449,92.47979684,-2.479796844,0.133232767,-2.346564076,179.4893967,
,,,12/31/2009,14:00:00,2455197.38,0.09999658,,280.4202401,3957.310937,0.016704429,-0.091715936,280.3285242,3957.219221,0.983315596,280.3272775,23.43799074,23.43893451,-78.76660326,-23.03712367,0.043033183,-3.254252932,#NUM!,14:02:42,#NUM!,#NUM!,#NUM!,717.3057471,-0.673563233,92.40506868,-2.405068682,0.137377554,-2.267691128,179.3796081,
,,,1/1/2010,14:00:00,2455198.38,0.10002396,,281.4058875,3958.296538,0.016704428,-0.058113635,281.3477738,3958.238424,0.983304208,281.3465288,23.43799038,23.43893195,-77.66302166,-22.95431563,0.043033173,-3.724991702,#NUM!,14:03:10,#NUM!,#NUM!,#NUM!,716.8350083,-0.791247926,92.32274988,-2.322749879,0.142251873,-2.180498006,179.2708105,
